,country,time,rel_reff,rel_reff_err
99,pakistan,2012-02-15,0.0042926521579631505,0.14926524069772173
100,pakistan,2012-02-29,0.10618813464835042,0.16107029448740434
101,pakistan,2012-03-15,0.08022901083273482,0.15912006098886336
102,pakistan,2012-03-31,0.08497365222396369,0.1604966358609857
103,pakistan,2012-04-15,-0.010316469131552486,0.15023567798013857
104,pakistan,2012-04-30,-0.0423548523789079,0.14666221872119006
105,pakistan,2012-05-15,-0.015027672959974758,0.1504856207249009
106,pakistan,2012-05-31,-0.0859729497292876,0.14257080015292983
107,pakistan,2012-06-15,-0.09117827308568272,0.14105796665288403
108,pakistan,2012-06-30,-0.2861995869942411,0.11741720912552753
109,pakistan,2012-07-15,-0.21493316618325542,0.12317902066602042
110,pakistan,2012-07-31,-0.3947376512180968,0.10116377583288304
111,pakistan,2012-08-15,-0.17138145256666504,0.122667984125931
112,pakistan,2012-08-31,-0.28302646047566893,0.10935569566666617
113,pakistan,2012-09-15,-0.08376556017893577,0.12844467188222022
114,pakistan,2012-09-30,0.12215971098861655,0.1497085189340064
115,pakistan,2012-10-15,0.09101720617572329,0.14775539831920576
116,pakistan,2012-10-31,0.07425817229556397,0.1476672252834717
117,pakistan,2012-11-15,-0.05592840173377356,0.13437470334154347
118,pakistan,2012-11-30,-0.02405546378810164,0.1378020312993749
119,pakistan,2012-12-15,-0.03444869576549614,0.13663737151372385
